   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	  -7.0000000e+01	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	  -7.0000000e+01	  -3.7500000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	  -7.0000000e+01	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	  -7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	  -7.0000000e+01	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	  -7.0000000e+01	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	   0.0000000e+00	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	   0.0000000e+00	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	   0.0000000e+00	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	   0.0000000e+00	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	   7.0000000e+01	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	   7.0000000e+01	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	   7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	   7.0000000e+01	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -7.0000000e+01	   7.0000000e+01	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	  -7.0000000e+01	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	  -7.0000000e+01	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	  -7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	  -7.0000000e+01	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	  -7.0000000e+01	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	   0.0000000e+00	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	   0.0000000e+00	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	   0.0000000e+00	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	   0.0000000e+00	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	   7.0000000e+01	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	   7.0000000e+01	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	   7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	   7.0000000e+01	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.5000000e+01	   7.0000000e+01	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	  -7.0000000e+01	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	  -7.0000000e+01	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	  -7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	  -7.0000000e+01	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	  -7.0000000e+01	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   7.0000000e+01	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   7.0000000e+01	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   7.0000000e+01	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   7.0000000e+01	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	  -7.0000000e+01	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	  -7.0000000e+01	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	  -7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	  -7.0000000e+01	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	  -7.0000000e+01	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	   0.0000000e+00	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	   0.0000000e+00	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	   0.0000000e+00	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	   0.0000000e+00	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	   7.0000000e+01	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	   7.0000000e+01	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	   7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	   7.0000000e+01	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5000000e+01	   7.0000000e+01	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	  -7.0000000e+01	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	  -7.0000000e+01	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	  -7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	  -7.0000000e+01	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	  -7.0000000e+01	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	   0.0000000e+00	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	   0.0000000e+00	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	   0.0000000e+00	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	   0.0000000e+00	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	   7.0000000e+01	  -5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	   7.0000000e+01	  -2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	   7.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	   7.0000000e+01	   2.5000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   7.0000000e+01	   7.0000000e+01	   5.0000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
